Federal Information Processing Standards (FIPS) Code,State,Area name,Rural-Urban Continuum Code 2013,Population 1990,Population 2000,Population 2010,Population 2020,Population 2021
21145,KY,McCracken County,5,62879.00 ,65511.00 ,65565.00 ,67875.00 ,67454.00 
21147,KY,McCreary County,9,15603.00 ,17078.00 ,18306.00 ,16888.00 ,16892.00 
21149,KY,McLean County,3,9628.00 ,9942.00 ,9531.00 ,9152.00 ,9100.00 
21151,KY,Madison County,4,57508.00 ,70916.00 ,82916.00 ,92701.00 ,94666.00 
21153,KY,Magoffin County,9,13077.00 ,13334.00 ,13333.00 ,11637.00 ,11497.00 
21155,KY,Marion County,7,16499.00 ,18244.00 ,19820.00 ,19581.00 ,19725.00 
21157,KY,Marshall County,7,27205.00 ,30126.00 ,31448.00 ,31659.00 ,31748.00 
21159,KY,Martin County,9,12526.00 ,12570.00 ,12929.00 ,11287.00 ,11140.00 
21161,KY,Mason County,6,16666.00 ,16812.00 ,17490.00 ,17120.00 ,16931.00 
21163,KY,Meade County,3,24170.00 ,27989.00 ,28602.00 ,30003.00 ,30131.00 
21165,KY,Menifee County,9,5092.00 ,6539.00 ,6306.00 ,6113.00 ,6194.00 
21167,KY,Mercer County,6,19148.00 ,20809.00 ,21331.00 ,22641.00 ,22850.00 
21169,KY,Metcalfe County,9,8963.00 ,10025.00 ,10099.00 ,10286.00 ,10349.00 
21171,KY,Monroe County,8,11401.00 ,11737.00 ,10963.00 ,11338.00 ,11233.00 
21173,KY,Montgomery County,6,19561.00 ,22536.00 ,26499.00 ,28114.00 ,28219.00 
21175,KY,Morgan County,9,11648.00 ,13949.00 ,13923.00 ,13726.00 ,13820.00 
21177,KY,Muhlenberg County,6,31318.00 ,31845.00 ,31499.00 ,30928.00 ,30694.00 
21179,KY,Nelson County,6,29710.00 ,37487.00 ,43437.00 ,46738.00 ,47098.00 
21181,KY,Nicholas County,8,6725.00 ,6812.00 ,7135.00 ,7537.00 ,7712.00 
21183,KY,Ohio County,6,21105.00 ,22928.00 ,23842.00 ,23772.00 ,23688.00 
21185,KY,Oldham County,1,33263.00 ,46495.00 ,60316.00 ,67607.00 ,68685.00 
21187,KY,Owen County,8,9035.00 ,10542.00 ,10841.00 ,11278.00 ,11294.00 
21189,KY,Owsley County,9,5036.00 ,4844.00 ,4755.00 ,4051.00 ,3953.00 
21191,KY,Pendleton County,1,12062.00 ,14384.00 ,14877.00 ,14644.00 ,14607.00 
21193,KY,Perry County,7,30283.00 ,29415.00 ,28712.00 ,28473.00 ,27929.00 
21195,KY,Pike County,7,72584.00 ,68777.00 ,65024.00 ,58669.00 ,57391.00 
21197,KY,Powell County,6,11686.00 ,13236.00 ,12613.00 ,13129.00 ,13133.00 
21199,KY,Pulaski County,5,49489.00 ,56281.00 ,63063.00 ,65034.00 ,65423.00 
21201,KY,Robertson County,8,2124.00 ,2269.00 ,2282.00 ,2193.00 ,2257.00 
21203,KY,Rockcastle County,7,14803.00 ,16546.00 ,17056.00 ,16037.00 ,16115.00 
21205,KY,Rowan County,7,20353.00 ,22091.00 ,23333.00 ,24662.00 ,24861.00 
21207,KY,Russell County,9,14716.00 ,16282.00 ,17565.00 ,17991.00 ,18156.00 
21209,KY,Scott County,2,23867.00 ,33076.00 ,47173.00 ,57155.00 ,58252.00 
21211,KY,Shelby County,1,24824.00 ,33386.00 ,42074.00 ,48065.00 ,48461.00 
21213,KY,Simpson County,6,15145.00 ,16411.00 ,17327.00 ,19594.00 ,19718.00 
21215,KY,Spencer County,1,6801.00 ,11699.00 ,17061.00 ,19490.00 ,19916.00 
21217,KY,Taylor County,7,21146.00 ,22889.00 ,24512.00 ,26023.00 ,26235.00 
21219,KY,Todd County,8,10940.00 ,11954.00 ,12460.00 ,12243.00 ,12285.00 
21221,KY,Trigg County,2,10361.00 ,12600.00 ,14339.00 ,14061.00 ,14192.00 
21223,KY,Trimble County,1,6090.00 ,8183.00 ,8809.00 ,8474.00 ,8530.00 
21225,KY,Union County,6,16557.00 ,15454.00 ,15007.00 ,13668.00 ,13544.00 
21227,KY,Warren County,3,77720.00 ,92546.00 ,113792.00 ,134554.00 ,137212.00 
21229,KY,Washington County,9,10441.00 ,10920.00 ,11717.00 ,12027.00 ,12072.00 
21231,KY,Wayne County,7,17468.00 ,19902.00 ,20813.00 ,19555.00 ,19540.00 
21233,KY,Webster County,8,13955.00 ,14112.00 ,13621.00 ,13017.00 ,12813.00 
21235,KY,Whitley County,7,33326.00 ,35875.00 ,35637.00 ,36712.00 ,36939.00 
21237,KY,Wolfe County,9,6503.00 ,7092.00 ,7355.00 ,6562.00 ,6507.00 
21239,KY,Woodford County,2,19955.00 ,23225.00 ,24939.00 ,26871.00 ,27075.00 
22000,LA,Louisiana,,4221826.00 ,4469035.00 ,4533372.00 ,4657757.00 ,4624047.00 
22001,LA,Acadia Parish,2,55882.00 ,58833.00 ,61773.00 ,57576.00 ,57288.00 
22003,LA,Allen Parish,6,21226.00 ,25441.00 ,25764.00 ,22750.00 ,22687.00 
22005,LA,Ascension Parish,2,58214.00 ,76639.00 ,107215.00 ,126500.00 ,128369.00 
22007,LA,Assumption Parish,6,22753.00 ,23343.00 ,23421.00 ,21039.00 ,20689.00 
22009,LA,Avoyelles Parish,6,39159.00 ,41501.00 ,42073.00 ,39693.00 ,39236.00 
22011,LA,Beauregard Parish,6,30083.00 ,32948.00 ,35654.00 ,36549.00 ,36584.00 
22013,LA,Bienville Parish,6,16232.00 ,15753.00 ,14353.00 ,12981.00 ,12776.00 
22015,LA,Bossier Parish,2,86088.00 ,99355.00 ,116979.00 ,128746.00 ,129144.00 
22017,LA,Caddo Parish,2,248253.00 ,251129.00 ,254969.00 ,237848.00 ,233092.00 
22019,LA,Calcasieu Parish,3,168134.00 ,183606.00 ,192768.00 ,216785.00 ,205282.00 
22021,LA,Caldwell Parish,8,9806.00 ,10554.00 ,10132.00 ,9645.00 ,9571.00 
22023,LA,Cameron Parish,3,9260.00 ,9965.00 ,6839.00 ,5617.00 ,5080.00 
22025,LA,Catahoula Parish,9,11065.00 ,10905.00 ,10407.00 ,8906.00 ,8805.00 
22027,LA,Claiborne Parish,6,17405.00 ,16850.00 ,17195.00 ,14170.00 ,14038.00 
22029,LA,Concordia Parish,7,20828.00 ,20221.00 ,20822.00 ,18687.00 ,18376.00 
22031,LA,De Soto Parish,2,25668.00 ,25489.00 ,26656.00 ,26812.00 ,26919.00 
22033,LA,East Baton Rouge Parish,2,380105.00 ,412899.00 ,440171.00 ,456781.00 ,453301.00 
22035,LA,East Carroll Parish,7,9709.00 ,9415.00 ,7759.00 ,7459.00 ,7220.00 
22037,LA,East Feliciana Parish,2,19211.00 ,21348.00 ,20267.00 ,19539.00 ,19338.00 
22039,LA,Evangeline Parish,6,33274.00 ,35502.00 ,33984.00 ,32350.00 ,32215.00 
22041,LA,Franklin Parish,7,22387.00 ,21264.00 ,20767.00 ,19774.00 ,19668.00 
22043,LA,Grant Parish,3,17526.00 ,18697.00 ,22309.00 ,22169.00 ,22236.00 
22045,LA,Iberia Parish,2,68297.00 ,73277.00 ,73240.00 ,69929.00 ,68975.00 
22047,LA,Iberville Parish,2,31049.00 ,33319.00 ,33387.00 ,30241.00 ,29824.00 
22049,LA,Jackson Parish,6,15859.00 ,15408.00 ,16274.00 ,15031.00 ,14876.00 
22051,LA,Jefferson Parish,1,448306.00 ,455406.00 ,432552.00 ,440781.00 ,433688.00 
22053,LA,Jefferson Davis Parish,6,30722.00 ,31432.00 ,31594.00 ,32250.00 ,32345.00 
22055,LA,Lafayette Parish,2,164762.00 ,190234.00 ,221578.00 ,241753.00 ,244205.00 
22057,LA,Lafourche Parish,3,85860.00 ,89745.00 ,96318.00 ,97557.00 ,97504.00 
22059,LA,LaSalle Parish,6,13662.00 ,14276.00 ,14890.00 ,14791.00 ,14834.00 
22061,LA,Lincoln Parish,4,41745.00 ,42503.00 ,46735.00 ,48396.00 ,48152.00 
22063,LA,Livingston Parish,2,70523.00 ,91889.00 ,128026.00 ,142282.00 ,145830.00 
22065,LA,Madison Parish,7,12463.00 ,13724.00 ,12093.00 ,10017.00 ,9799.00 
22067,LA,Morehouse Parish,6,31938.00 ,31037.00 ,27979.00 ,25629.00 ,25025.00 
22069,LA,Natchitoches Parish,6,37254.00 ,39077.00 ,39566.00 ,37515.00 ,37026.00 
22071,LA,Orleans Parish,1,496938.00 ,484692.00 ,343829.00 ,383997.00 ,376971.00 
22073,LA,Ouachita Parish,3,142191.00 ,147256.00 ,153720.00 ,160368.00 ,158768.00 
22075,LA,Plaquemines Parish,1,25575.00 ,26749.00 ,23042.00 ,23515.00 ,23303.00 
22077,LA,Pointe Coupee Parish,2,22540.00 ,22761.00 ,22802.00 ,20758.00 ,20356.00 
22079,LA,Rapides Parish,3,131556.00 ,126390.00 ,131613.00 ,130023.00 ,128654.00 
22081,LA,Red River Parish,8,9526.00 ,9621.00 ,9091.00 ,7620.00 ,7564.00 
22083,LA,Richland Parish,6,20629.00 ,20989.00 ,20725.00 ,20043.00 ,19805.00 
22085,LA,Sabine Parish,6,22646.00 ,23434.00 ,24233.00 ,22155.00 ,22135.00 
22087,LA,St. Bernard Parish,1,66631.00 ,67230.00 ,35897.00 ,43764.00 ,44258.00 
22089,LA,St. Charles Parish,1,42437.00 ,48019.00 ,52780.00 ,52549.00 ,52282.00 
22091,LA,St. Helena Parish,2,9874.00 ,10553.00 ,11203.00 ,10920.00 ,10912.00 
22093,LA,St. James Parish,1,20879.00 ,21193.00 ,22102.00 ,20192.00 ,19742.00 
22095,LA,St. John the Baptist Parish,1,39996.00 ,43181.00 ,45924.00 ,42477.00 ,42094.00 
22097,LA,St. Landry Parish,4,80312.00 ,87662.00 ,83384.00 ,82540.00 ,82071.00 
22099,LA,St. Martin Parish,2,44097.00 ,48535.00 ,52160.00 ,51767.00 ,51540.00 
22101,LA,St. Mary Parish,4,58086.00 ,53539.00 ,54650.00 ,49406.00 ,48232.00 
22103,LA,St. Tammany Parish,1,144500.00 ,191270.00 ,233740.00 ,264570.00 ,269388.00 
22105,LA,Tangipahoa Parish,3,85709.00 ,100481.00 ,121097.00 ,133157.00 ,135217.00 
22107,LA,Tensas Parish,9,7103.00 ,6608.00 ,5252.00 ,4147.00 ,4043.00 
22109,LA,Terrebonne Parish,3,96982.00 ,104772.00 ,111860.00 ,109580.00 ,108708.00 
22111,LA,Union Parish,3,20796.00 ,22798.00 ,22721.00 ,21107.00 ,21091.00 
22113,LA,Vermilion Parish,2,50055.00 ,54104.00 ,57999.00 ,57359.00 ,57204.00 
22115,LA,Vernon Parish,5,61961.00 ,52539.00 ,52334.00 ,48750.00 ,48027.00 
22117,LA,Washington Parish,6,43185.00 ,43943.00 ,47168.00 ,45463.00 ,45133.00 
22119,LA,Webster Parish,2,41989.00 ,41814.00 ,41207.00 ,36967.00 ,36184.00 
22121,LA,West Baton Rouge Parish,2,19419.00 ,21604.00 ,23788.00 ,27199.00 ,27792.00 
22123,LA,West Carroll Parish,9,12093.00 ,12315.00 ,11604.00 ,9751.00 ,9594.00 
22125,LA,West Feliciana Parish,2,12915.00 ,15110.00 ,15625.00 ,15310.00 ,15494.00 
22127,LA,Winn Parish,6,16498.00 ,16889.00 ,15313.00 ,13755.00 ,13488.00 
23000,ME,Maine,,1227928.00 ,1274779.00 ,1328361.00 ,1362359.00 ,1372247.00 
23001,ME,Androscoggin County,3,105259.00 ,103803.00 ,107702.00 ,111139.00 ,111034.00 
23003,ME,Aroostook County,7,86936.00 ,73943.00 ,71870.00 ,67105.00 ,66859.00 
23005,ME,Cumberland County,2,243135.00 ,265612.00 ,281674.00 ,303069.00 ,305231.00 
23007,ME,Franklin County,6,29008.00 ,29470.00 ,30768.00 ,29456.00 ,29687.00 
23009,ME,Hancock County,6,46948.00 ,51869.00 ,54418.00 ,55478.00 ,56192.00 
23011,ME,Kennebec County,4,115904.00 ,117074.00 ,122151.00 ,123642.00 ,124486.00 
23013,ME,Knox County,7,36310.00 ,39631.00 ,39736.00 ,40607.00 ,41084.00 
23015,ME,Lincoln County,8,30357.00 ,33628.00 ,34457.00 ,35237.00 ,35828.00 
23017,ME,Oxford County,6,52602.00 ,54715.00 ,57833.00 ,57777.00 ,58629.00 
23019,ME,Penobscot County,3,146601.00 ,144866.00 ,153923.00 ,152199.00 ,152765.00 
23021,ME,Piscataquis County,8,18653.00 ,17236.00 ,17535.00 ,16800.00 ,17165.00 
23023,ME,Sagadahoc County,2,33535.00 ,35187.00 ,35293.00 ,36699.00 ,37071.00 
23025,ME,Somerset County,6,49767.00 ,50857.00 ,52228.00 ,50477.00 ,50592.00 
23027,ME,Waldo County,6,33018.00 ,36257.00 ,38786.00 ,39607.00 ,39912.00 
23029,ME,Washington County,7,35308.00 ,33922.00 ,32856.00 ,31095.00 ,31121.00 
23031,ME,York County,2,164587.00 ,186709.00 ,197131.00 ,211972.00 ,214591.00 
24000,MD,Maryland,,4780753.00 ,5296647.00 ,5773552.00 ,6177224.00 ,6165129.00 
24001,MD,Allegany County,3,74946.00 ,74909.00 ,75087.00 ,68106.00 ,67729.00 
24003,MD,Anne Arundel County,1,427239.00 ,489677.00 ,537656.00 ,588261.00 ,590336.00 
24005,MD,Baltimore County,1,692134.00 ,753947.00 ,805029.00 ,854535.00 ,849316.00 
24009,MD,Calvert County,1,51372.00 ,74556.00 ,88737.00 ,92783.00 ,93928.00 
24011,MD,Caroline County,6,27035.00 ,29735.00 ,33066.00 ,33293.00 ,33386.00 
24013,MD,Carroll County,1,123372.00 ,150881.00 ,167134.00 ,172891.00 ,173873.00 
24015,MD,Cecil County,1,71347.00 ,85964.00 ,101108.00 ,103725.00 ,103905.00 
24017,MD,Charles County,1,101154.00 ,120524.00 ,146551.00 ,166617.00 ,168698.00 
24019,MD,Dorchester County,6,30236.00 ,30671.00 ,32618.00 ,32531.00 ,32489.00 
24021,MD,Frederick County,1,150208.00 ,195277.00 ,233385.00 ,271717.00 ,279835.00 
24023,MD,Garrett County,6,28138.00 ,29852.00 ,30097.00 ,28806.00 ,28702.00 
24025,MD,Harford County,1,182132.00 ,218914.00 ,244826.00 ,260924.00 ,262977.00 
24027,MD,Howard County,1,187328.00 ,247876.00 ,287085.00 ,332317.00 ,334529.00 
24029,MD,Kent County,6,17842.00 ,19201.00 ,20197.00 ,19198.00 ,19270.00 
24031,MD,Montgomery County,1,762875.00 ,873874.00 ,971777.00 ,1062061.00 ,1054827.00 
24033,MD,Prince George's County,1,722705.00 ,801091.00 ,863420.00 ,967201.00 ,955306.00 
24035,MD,Queen Anne's County,1,33953.00 ,40580.00 ,47798.00 ,49874.00 ,50798.00 
24037,MD,St. Mary's County,3,75974.00 ,86196.00 ,105151.00 ,113777.00 ,114468.00 
24039,MD,Somerset County,2,23440.00 ,24746.00 ,26470.00 ,24620.00 ,24584.00 
24041,MD,Talbot County,6,30549.00 ,33806.00 ,37782.00 ,37526.00 ,37626.00 
24043,MD,Washington County,2,121393.00 ,131911.00 ,147430.00 ,154705.00 ,154937.00 
24045,MD,Wicomico County,2,74339.00 ,84638.00 ,98733.00 ,103588.00 ,103980.00 
24047,MD,Worcester County,2,35028.00 ,46559.00 ,51454.00 ,52460.00 ,53132.00 
24510,MD,Baltimore city,1,736014.00 ,651262.00 ,620961.00 ,585708.00 ,576498.00 
25000,MA,Massachusetts,,6016425.00 ,6349364.00 ,6547629.00 ,7029917.00 ,6984723.00 
25001,MA,Barnstable County,3,186605.00 ,222239.00 ,215888.00 ,228996.00 ,232411.00 
25003,MA,Berkshire County,3,139352.00 ,134922.00 ,131219.00 ,129026.00 ,128657.00 
25005,MA,Bristol County,1,506325.00 ,534702.00 ,548285.00 ,579200.00 ,580164.00 
25007,MA,Dukes County,7,11639.00 ,15001.00 ,16535.00 ,20600.00 ,21097.00 
25009,MA,Essex County,1,670080.00 ,723496.00 ,743159.00 ,809829.00 ,807074.00 
25011,MA,Franklin County,4,70086.00 ,71540.00 ,71372.00 ,71029.00 ,71015.00 
25013,MA,Hampden County,2,456310.00 ,456280.00 ,463490.00 ,465825.00 ,462718.00 
25015,MA,Hampshire County,2,146568.00 ,152237.00 ,158080.00 ,162308.00 ,161572.00 
25017,MA,Middlesex County,1,1398468.00 ,1465244.00 ,1503085.00 ,1632002.00 ,1614742.00 
25019,MA,Nantucket County,7,6012.00 ,9522.00 ,10172.00 ,14255.00 ,14491.00 
25021,MA,Norfolk County,1,616087.00 ,650265.00 ,670850.00 ,725981.00 ,724505.00 
25023,MA,Plymouth County,1,435276.00 ,472858.00 ,494919.00 ,530819.00 ,533003.00 
25025,MA,Suffolk County,1,663906.00 ,691047.00 ,722023.00 ,797936.00 ,771245.00 
25027,MA,Worcester County,2,709711.00 ,750011.00 ,798552.00 ,862111.00 ,862029.00 
26000,MI,Michigan,,9295287.00 ,9938823.00 ,9883640.00 ,10077331.00 ,10050811.00 
26001,MI,Alcona County,9,10145.00 ,11709.00 ,10942.00 ,10167.00 ,10235.00 
26003,MI,Alger County,7,8972.00 ,9860.00 ,9601.00 ,8842.00 ,8821.00 
26005,MI,Allegan County,4,90509.00 ,105631.00 ,111408.00 ,120502.00 ,120950.00 
26007,MI,Alpena County,7,30605.00 ,31297.00 ,29598.00 ,28907.00 ,28893.00 
26009,MI,Antrim County,9,18185.00 ,23102.00 ,23580.00 ,23431.00 ,23813.00 
26011,MI,Arenac County,8,14906.00 ,17279.00 ,15899.00 ,15002.00 ,14975.00 
26013,MI,Baraga County,9,7954.00 ,8739.00 ,8860.00 ,8158.00 ,8215.00 
26015,MI,Barry County,2,50057.00 ,56776.00 ,59173.00 ,62423.00 ,62992.00 
26017,MI,Bay County,3,111723.00 ,110271.00 ,107771.00 ,103856.00 ,102985.00 
26019,MI,Benzie County,9,12200.00 ,15986.00 ,17525.00 ,17970.00 ,18223.00 
26021,MI,Berrien County,3,161378.00 ,162491.00 ,156813.00 ,154316.00 ,153101.00 
26023,MI,Branch County,6,41502.00 ,45781.00 ,45248.00 ,44862.00 ,44985.00 
26025,MI,Calhoun County,3,135982.00 ,137991.00 ,136146.00 ,134310.00 ,133819.00 
26027,MI,Cass County,2,49477.00 ,51086.00 ,52293.00 ,51589.00 ,51483.00 
26029,MI,Charlevoix County,7,21468.00 ,26087.00 ,25949.00 ,26054.00 ,26086.00 
26031,MI,Cheboygan County,7,21398.00 ,26406.00 ,26152.00 ,25579.00 ,25752.00 
26033,MI,Chippewa County,7,34604.00 ,38543.00 ,38520.00 ,36785.00 ,36816.00 
26035,MI,Clare County,6,24952.00 ,31259.00 ,30926.00 ,30856.00 ,31065.00 
26037,MI,Clinton County,2,57893.00 ,64715.00 ,75382.00 ,79128.00 ,79426.00 
26039,MI,Crawford County,7,12260.00 ,14236.00 ,14074.00 ,12988.00 ,13204.00 
26041,MI,Delta County,5,37780.00 ,38528.00 ,37069.00 ,36903.00 ,36826.00 
26043,MI,Dickinson County,7,26831.00 ,27474.00 ,26168.00 ,25947.00 ,25787.00 
26045,MI,Eaton County,2,92879.00 ,103721.00 ,107759.00 ,109175.00 ,108944.00 
26047,MI,Emmet County,7,25040.00 ,31435.00 ,32694.00 ,34112.00 ,34225.00 
26049,MI,Genesee County,2,430459.00 ,436213.00 ,425790.00 ,406211.00 ,404208.00 
26051,MI,Gladwin County,6,21896.00 ,26042.00 ,25692.00 ,25386.00 ,25485.00 
26053,MI,Gogebic County,7,18052.00 ,17375.00 ,16427.00 ,14380.00 ,14361.00 
26055,MI,Grand Traverse County,5,64273.00 ,77655.00 ,86986.00 ,95238.00 ,95860.00 
26057,MI,Gratiot County,6,38982.00 ,42289.00 ,42476.00 ,41761.00 ,41544.00 
26059,MI,Hillsdale County,6,43431.00 ,46540.00 ,46688.00 ,45746.00 ,45546.00 
26061,MI,Houghton County,5,35446.00 ,36013.00 ,36628.00 ,37361.00 ,37313.00 
26063,MI,Huron County,7,34951.00 ,36088.00 ,33118.00 ,31407.00 ,31252.00 
26065,MI,Ingham County,2,281912.00 ,279409.00 ,280895.00 ,284900.00 ,284034.00 
26067,MI,Ionia County,4,57024.00 ,61539.00 ,63905.00 ,66804.00 ,67197.00 
26069,MI,Iosco County,7,30209.00 ,27343.00 ,25887.00 ,25237.00 ,25369.00 
26071,MI,Iron County,7,13175.00 ,13129.00 ,11817.00 ,11631.00 ,11635.00 
26073,MI,Isabella County,4,54624.00 ,63336.00 ,70311.00 ,64394.00 ,64813.00 
26075,MI,Jackson County,3,149756.00 ,158426.00 ,160248.00 ,160366.00 ,160050.00 
26077,MI,Kalamazoo County,2,223411.00 ,238602.00 ,250331.00 ,261670.00 ,261108.00 
26079,MI,Kalkaska County,7,13497.00 ,16565.00 ,17153.00 ,17939.00 ,17979.00 
26081,MI,Kent County,2,500631.00 ,574421.00 ,602622.00 ,657974.00 ,658046.00 
26083,MI,Keweenaw County,9,1701.00 ,2296.00 ,2156.00 ,2046.00 ,2107.00 
26085,MI,Lake County,9,8583.00 ,11274.00 ,11539.00 ,12096.00 ,12308.00 
26087,MI,Lapeer County,1,74768.00 ,87947.00 ,88319.00 ,88619.00 ,88513.00 
26089,MI,Leelanau County,9,16527.00 ,21125.00 ,21708.00 ,22301.00 ,22623.00 
26091,MI,Lenawee County,4,91476.00 ,98970.00 ,99892.00 ,99423.00 ,98956.00 
26093,MI,Livingston County,1,115645.00 ,156943.00 ,180967.00 ,193866.00 ,195014.00 
26095,MI,Luce County,7,5763.00 ,7028.00 ,6631.00 ,5339.00 ,5309.00 
26097,MI,Mackinac County,7,10674.00 ,11941.00 ,11113.00 ,10834.00 ,10906.00 
26099,MI,Macomb County,1,717400.00 ,788120.00 ,840978.00 ,881217.00 ,876792.00 
26101,MI,Manistee County,7,21265.00 ,24500.00 ,24733.00 ,25032.00 ,25350.00 
26103,MI,Marquette County,5,70887.00 ,64634.00 ,67077.00 ,66017.00 ,66103.00 
26105,MI,Mason County,7,25537.00 ,28283.00 ,28705.00 ,29052.00 ,29383.00 
26107,MI,Mecosta County,6,37308.00 ,40547.00 ,42798.00 ,39714.00 ,40031.00 
26109,MI,Menominee County,7,24920.00 ,25323.00 ,24029.00 ,23502.00 ,23299.00 
26111,MI,Midland County,3,75651.00 ,82797.00 ,83629.00 ,83494.00 ,83457.00 
26113,MI,Missaukee County,9,12147.00 ,14473.00 ,14849.00 ,15052.00 ,15130.00 
26115,MI,Monroe County,3,133600.00 ,145939.00 ,152021.00 ,154809.00 ,155274.00 
26117,MI,Montcalm County,2,53059.00 ,61270.00 ,63342.00 ,66614.00 ,67220.00 
26119,MI,Montmorency County,9,8936.00 ,10316.00 ,9765.00 ,9153.00 ,9297.00 
26121,MI,Muskegon County,3,158983.00 ,170208.00 ,172188.00 ,175824.00 ,176511.00 
26123,MI,Newaygo County,6,38206.00 ,47858.00 ,48460.00 ,49978.00 ,50296.00 
26125,MI,Oakland County,1,1083592.00 ,1194346.00 ,1202362.00 ,1274395.00 ,1270017.00 
26127,MI,Oceana County,6,22455.00 ,26857.00 ,26570.00 ,26659.00 ,26815.00 
26129,MI,Ogemaw County,9,18681.00 ,21644.00 ,21699.00 ,20770.00 ,20726.00 
26131,MI,Ontonagon County,9,8854.00 ,7817.00 ,6780.00 ,5816.00 ,5868.00 
26133,MI,Osceola County,9,20146.00 ,23199.00 ,23528.00 ,22891.00 ,23105.00 
26135,MI,Oscoda County,9,7842.00 ,9399.00 ,8640.00 ,8219.00 ,8311.00 
26137,MI,Otsego County,7,17957.00 ,23310.00 ,24164.00 ,25091.00 ,25289.00 
26139,MI,Ottawa County,2,187768.00 ,238413.00 ,263801.00 ,296200.00 ,299157.00 
26141,MI,Presque Isle County,7,13743.00 ,14421.00 ,13376.00 ,12982.00 ,13093.00 
26143,MI,Roscommon County,7,19776.00 ,25452.00 ,24449.00 ,23459.00 ,23633.00 
26145,MI,Saginaw County,3,211946.00 ,210051.00 ,200169.00 ,190124.00 ,189591.00 
26147,MI,St. Clair County,1,145607.00 ,164242.00 ,163040.00 ,160383.00 ,160053.00 
26149,MI,St. Joseph County,4,58913.00 ,62411.00 ,61295.00 ,60939.00 ,60758.00 
26151,MI,Sanilac County,6,39928.00 ,44511.00 ,43114.00 ,40611.00 ,40506.00 
26153,MI,Schoolcraft County,7,8302.00 ,8900.00 ,8485.00 ,8047.00 ,8030.00 
26155,MI,Shiawassee County,4,69770.00 ,71695.00 ,70648.00 ,68094.00 ,67877.00 
26157,MI,Tuscola County,6,55498.00 ,58263.00 ,55729.00 ,53323.00 ,52917.00 
26159,MI,Van Buren County,2,70060.00 ,76239.00 ,76258.00 ,75587.00 ,75658.00 
26161,MI,Washtenaw County,2,282937.00 ,322818.00 ,344791.00 ,372258.00 ,369390.00 
26163,MI,Wayne County,1,2111687.00 ,2061180.00 ,1820584.00 ,1793561.00 ,1774816.00 
26165,MI,Wexford County,7,26360.00 ,30475.00 ,32735.00 ,33673.00 ,33901.00 
27000,MN,Minnesota,,4375665.00 ,4919631.00 ,5303925.00 ,5706494.00 ,5707390.00 
27001,MN,Aitkin County,8,12425.00 ,15221.00 ,16202.00 ,15697.00 ,15887.00 
27003,MN,Anoka County,1,243641.00 ,298164.00 ,330844.00 ,363887.00 ,367018.00 
27005,MN,Becker County,6,27881.00 ,30006.00 ,32504.00 ,35183.00 ,35219.00 
27007,MN,Beltrami County,7,34384.00 ,39638.00 ,44442.00 ,46228.00 ,46380.00 
27009,MN,Benton County,3,30185.00 ,34242.00 ,38451.00 ,41379.00 ,41459.00 
27011,MN,Big Stone County,9,6285.00 ,5816.00 ,5269.00 ,5166.00 ,5145.00 
27013,MN,Blue Earth County,3,54044.00 ,55931.00 ,64013.00 ,69112.00 ,69280.00 
27015,MN,Brown County,6,26984.00 ,26916.00 ,25893.00 ,25912.00 ,25819.00 
27017,MN,Carlton County,2,29259.00 ,31705.00 ,35386.00 ,36207.00 ,36409.00 
27019,MN,Carver County,1,47915.00 ,70243.00 ,91042.00 ,106922.00 ,108626.00 
27021,MN,Cass County,9,21791.00 ,27148.00 ,28567.00 ,30066.00 ,30639.00 
27023,MN,Chippewa County,7,13228.00 ,12937.00 ,12441.00 ,12598.00 ,12357.00 
27025,MN,Chisago County,1,30521.00 ,41116.00 ,53887.00 ,56621.00 ,57469.00 
27027,MN,Clay County,3,50422.00 ,51227.00 ,58999.00 ,65318.00 ,65574.00 
27029,MN,Clearwater County,8,8309.00 ,8432.00 ,8695.00 ,8524.00 ,8576.00 
27031,MN,Cook County,9,3868.00 ,5164.00 ,5176.00 ,5600.00 ,5617.00 
27033,MN,Cottonwood County,7,12694.00 ,12190.00 ,11687.00 ,11517.00 ,11569.00 
27035,MN,Crow Wing County,4,44249.00 ,54985.00 ,62500.00 ,66123.00 ,67270.00 
27037,MN,Dakota County,1,275210.00 ,355923.00 ,398552.00 ,439882.00 ,442038.00 
27039,MN,Dodge County,3,15731.00 ,17735.00 ,20087.00 ,20867.00 ,20935.00 
27041,MN,Douglas County,6,28674.00 ,32808.00 ,36009.00 ,39006.00 ,39238.00 
27043,MN,Faribault County,6,16937.00 ,16180.00 ,14553.00 ,13921.00 ,13909.00 
27045,MN,Fillmore County,3,20777.00 ,21113.00 ,20866.00 ,21228.00 ,21271.00 
27047,MN,Freeborn County,7,33060.00 ,32584.00 ,31255.00 ,30895.00 ,30749.00 
27049,MN,Goodhue County,4,40690.00 ,44139.00 ,46183.00 ,47582.00 ,47968.00 
27051,MN,Grant County,9,6246.00 ,6286.00 ,6018.00 ,6074.00 ,6153.00 
27053,MN,Hennepin County,1,1032431.00 ,1116162.00 ,1152425.00 ,1281565.00 ,1267416.00 
27055,MN,Houston County,3,18497.00 ,19725.00 ,19027.00 ,18843.00 ,18778.00 
27057,MN,Hubbard County,7,14939.00 ,18314.00 ,20428.00 ,21344.00 ,21715.00 
